"densite1","YEsp1","YEsp2","Ytot","YEsp1sd","YEsp2sd","Ytotsd","Semprop1","QNtot","QNupttot","QNuptleg","QNfix","Yprop1","mix","sc","Mng","keysc","Ypur1","Ypur2","RY1","RY2","RYT","Ytheo","OY","LER1","LER2","LER","RYtheo1","RYtheo2","deltaRY1","deltaRY2","CE","SE"
"Fix2-nonFixSimTest 87-1.1616",350,1464.96222956345,13.6965907267321,1478.65882029018,23.9335594911424,7.70994506060573,19.6150687033095,0.875,50.8024065147166,15.7823519904308,15.507468793215,35.0200545242858,0.990716734754819,"Fix2-nonFixSimTest","87-1","Lusignan30Irr","Fix2-nonFixSimTest 87-1",1494.92790477656,554.975733779554,0.979955103441869,0.0246796209150518,1.00463472435692,1377.43388340193,101.224936888246,1.06354449909809,0.00994355583362359,1.07348805493171,0.875,0.125,0.104955103441869,-0.100320379084948,4.75036916147805,192.94913545354
"Fix2-nonFixSimTest 87-1.1617",400,1494.92790477656,0,1494.92790477656,9.97358061713176,0,9.97358061713176,1,51.4877369922605,15.6237046081551,15.6237046081551,35.8640323841054,1,"Fix2-nonFixSimTest","87-1","Lusignan30Irr","Fix2-nonFixSimTest 87-1",1494.92790477656,554.975733779554,1,0,1,1494.92790477656,0,1,0,1,1,0,0,0,0,0
"Fix2-nonFixSimTest 88-1.1618",0,0,531.239591088925,531.239591088925,0,6.75419231897778,6.75419231897778,0,11.5861755982618,11.5861755982618,0,0,0,"Fix2-nonFixSimTest","88-1","Lusignan30Irr","Fix2-nonFixSimTest 88-1",1504.05826761092,531.239591088925,0,1,1,531.239591088925,0,0,1,1,0,1,0,0,0,0
"Fix2-nonFixSimTest 88-1.1619",50,166.937199484226,519.67859121141,686.615790695636,59.8363114719165,13.5563791631573,47.8928479620942,0.125,16.5218290215501,12.4673122613488,0.795545231525639,4.05451676020129,0.239954806628024,"Fix2-nonFixSimTest","88-1","Lusignan30Irr","Fix2-nonFixSimTest 88-1",1504.05826761092,531.239591088925,0.110991178386588,0.97823769148339,1.08922886986998,652.841925654174,33.7738650414616,0.255708453952231,0.796025149105843,1.05173360305807,0.125,0.875,-0.0140088216134121,0.10323769148339,90.8036638902865,-114.05959769765
"Fix2-nonFixSimTest 88-1.1620",100,308.376953864379,511.075168605229,819.452122469608,35.7415787808721,11.8719599733529,24.0860158393488,0.25,20.5717943830313,13.0660645876565,1.26151108452367,7.50572979537487,0.375691560426375,"Fix2-nonFixSimTest","88-1","Lusignan30Irr","Fix2-nonFixSimTest 88-1",1504.05826761092,531.239591088925,0.205029925040213,0.962042696323963,1.16707262136418,774.444260219424,45.0078622501842,0.398191283355895,0.659925051882269,1.05811633523816,0.25,0.75,-0.0449700749597874,0.212042696323963,170.021274254939,-250.026824009508
"Fix2-nonFixSimTest 88-1.1621",200,459.158002121804,509.480572193719,968.638574315523,5.29765820393914,30.7330014252445,34.0645462257438,0.5,25.7195887148217,14.7214801207461,1.87723549055034,10.9981085940756,0.474322177309887,"Fix2-nonFixSimTest","88-1","Lusignan30Irr","Fix2-nonFixSimTest 88-1",1504.05826761092,531.239591088925,0.305279397753081,0.959041044266666,1.26432044201975,1017.64892934992,-49.0103550343995,0.451194895291754,0.500644728746658,0.951839624038412,0.5,0.5,-0.194720602246919,0.459041044266666,268.985414826693,-635.991539722186
"Fix2-nonFixSimTest 88-1.1622",300,675.848992091682,494.447746815136,1170.29673890682,7.8760950681099,33.7663607200455,38.4598087316361,0.75,34.7664934503206,18.5538950501884,4.17970951614073,16.2125984001322,0.577814439375416,"Fix2-nonFixSimTest","88-1","Lusignan30Irr","Fix2-nonFixSimTest 88-1",1504.05826761092,531.239591088925,0.449350272290458,0.930743406758571,1.38009367904903,1260.85359848042,-90.5568595736011,0.536024953972622,0.392153178934528,0.928178132907151,0.75,0.25,-0.300649727709542,0.680743406758571,386.801925536917,-954.717570221041
"Fix2-nonFixSimTest 88-1.1623",350,990.477705316049,330.230276506846,1320.7079818229,36.1241004490413,19.3535557654191,18.0837968923321,0.875,41.2148664817859,17.4030209633907,7.31211516948836,23.8118455183952,0.749814349622753,"Fix2-nonFixSimTest","88-1","Lusignan30Irr","Fix2-nonFixSimTest 88-1",1504.05826761092,531.239591088925,0.658536791190508,0.621622111842128,1.28015890303264,1382.45593304567,-61.7479512227706,0.716462406967245,0.238872190145924,0.955334597113172,0.875,0.125,-0.216463208809492,0.496622111842128,285.10340771901,-693.702717883572
"Fix2-nonFixSimTest 88-1.1624",400,1504.05826761092,0,1504.05826761092,7.58631011636068,0,7.58631011636068,1,51.8281312472176,15.7315702501821,15.7315702501821,36.0965609970355,1,"Fix2-nonFixSimTest","88-1","Lusignan30Irr","Fix2-nonFixSimTest 88-1",1504.05826761092,531.239591088925,1,0,1,1504.05826761092,0,1,0,1,1,0,0,0,0,0
"Fix2-nonFixSimTest 89-1.1625",0,0,539.23247542624,539.23247542624,0,7.16425836304054,7.16425836304054,0,11.5931869903463,11.5931869903463,0,0,0,"Fix2-nonFixSimTest","89-1","Lusignan30Irr","Fix2-nonFixSimTest 89-1",1499.79702958574,539.23247542624,0,1,1,539.23247542624,0,0,1,1,0,1,0,0,0,0
"Fix2-nonFixSimTest 89-1.1626",50,237.868644009453,523.060861865908,760.929505875361,51.0385158873458,6.02112387702735,49.893556056773,0.125,19.3465078065433,13.6165902563767,1.88266723417784,5.72991755016659,0.310518937871048,"Fix2-nonFixSimTest","89-1","Lusignan30Irr","Fix2-nonFixSimTest 89-1",1499.79702958574,539.23247542624,0.158600556820115,0.970009941356835,1.12861049817695,659.303044696177,101.626461179183,0.360788025966221,0.79335423379843,1.15414225976465,0.125,0.875,0.0336005568201151,0.095009941356835,131.120300218545,-58.9876780787237
"Fix2-nonFixSimTest 89-1.1627",100,333.229451196799,506.937054237611,840.166505434409,49.033423780068,16.5237541040003,32.9267056236048,0.25,21.3812733226169,13.2732593468603,1.69746632100487,8.10801397575658,0.395514174983434,"Fix2-nonFixSimTest","89-1","Lusignan30Irr","Fix2-nonFixSimTest 89-1",1499.79702958574,539.23247542624,0.222183031852544,0.940108538227226,1.16229157007977,779.373613966115,60.7928914682941,0.427560601520809,0.650441643331861,1.07800224485267,0.25,0.75,-0.0278169681474562,0.190108538227226,165.458649903685,-209.33151687078
"Fix2-nonFixSimTest 89-1.1628",200,497.994557851093,568.334009964396,1066.32856781549,12.9653431789544,52.2858137070682,47.4945055130667,0.5,30.1460368015463,18.3646382057594,2.66459512011678,11.781398595787,0.467716427349962,"Fix2-nonFixSimTest","89-1","Lusignan30Irr","Fix2-nonFixSimTest 89-1",1499.79702958574,539.23247542624,0.332041301607755,1.05396843822352,1.38600973983127,1019.51475250599,46.8138153095001,0.488462336250664,0.557455405689244,1.04591774193991,0.5,0.5,-0.167958698392245,0.553968438223519,393.542624368982,-693.457618118966
"Fix2-nonFixSimTest 89-1.1629",300,753.460490033922,504.922926678378,1258.3834167123,74.226840473932,49.2921278503531,123.248325570678,0.75,36.4781208131966,18.7252145318193,4.47416833600323,17.7529062813772,0.598734949078467,"Fix2-nonFixSimTest","89-1","Lusignan30Irr","Fix2-nonFixSimTest 89-1",1499.79702958574,539.23247542624,0.502374971526671,0.936373363416694,1.43874833494336,1259.65589104587,-1.27247433356501,0.59814787148603,0.400841952367762,0.998989823853792,0.75,0.25,-0.247625028473329,0.686373363416694,447.3104001122,-897.16574889153
"Fix2-nonFixSimTest 89-1.1630",350,1024.95551032263,323.47513683707,1348.4306471597,31.7380533982708,20.2001480572874,12.9879664481157,0.875,40.5247881046262,15.7576268354637,6.69070762989553,24.7671612691626,0.760016719660934,"Fix2-nonFixSimTest","89-1","Lusignan30Irr","Fix2-nonFixSimTest 89-1",1499.79702958574,539.23247542624,0.683396146347705,0.599880666648233,1.28327681299594,1379.7264603158,-31.2958131561024,0.742868633604396,0.234448744835285,0.977317378439681,0.875,0.125,-0.191603853652295,0.474880666648233,288.80488989224,-640.201406096685
"Fix2-nonFixSimTest 89-1.1631",400,1499.79702958574,0,1499.79702958574,29.6632820133818,0,29.6632820133818,1,51.748916977216,15.771332469018,15.771332469018,35.977584508198,1,"Fix2-nonFixSimTest","89-1","Lusignan30Irr","Fix2-nonFixSimTest 89-1",1499.79702958574,539.23247542624,1,0,1,1499.79702958574,0,1,0,1,1,0,0,0,0,0
"Fix2-nonFixSimTest 90-1.1632",0,0,564.161656030679,564.161656030679,0,7.28704653489882,7.28704653489882,0,11.803883110437,11.803883110437,0,0,0,"Fix2-nonFixSimTest","90-1","Lusignan30Irr","Fix2-nonFixSimTest 90-1",1500.58473563813,564.161656030679,0,1,1,564.161656030679,0,0,1,1,0,1,0,0,0,0
"Fix2-nonFixSimTest 90-1.1633",50,194.307056552559,537.938743720949,732.245800273508,16.1451859061279,7.39373652018145,8.96337191592857,0.125,17.4210378244003,12.6828509849562,1.12369224805524,4.73818683944413,0.265205679287389,"Fix2-nonFixSimTest","90-1","Lusignan30Irr","Fix2-nonFixSimTest 90-1",1500.58473563813,564.161656030679,0.129487560374209,0.953518797264194,1.0830063576384,681.21454098161,51.0312592918978,0.285236213943067,0.789675955750732,1.0749121696938,0.125,0.875,0.00448756037420914,0.0785187972641941,85.6935387097319,-69.3245588356684
"Fix2-nonFixSimTest 90-1.1634",100,339.299675904373,575.383238769071,914.682914673445,19.18072654218,75.0145016376504,83.9400282189576,0.25,24.5943110022529,16.6076525160457,1.95499126553473,7.98665848620724,0.372239831568644,"Fix2-nonFixSimTest","90-1","Lusignan30Irr","Fix2-nonFixSimTest 90-1",1500.58473563813,564.161656030679,0.22611164024675,1.01989072213334,1.24600236238009,798.267425932542,116.415488740903,0.425045122576561,0.720790076203979,1.14583519878054,0.25,0.75,-0.0238883597532502,0.269890722133342,253.966245033148,-275.101512584492
"Fix2-nonFixSimTest 90-1.1635",200,503.361165822226,524.072773003797,1027.43393882602,7.22063476112736,2.27439278487263,9.06951683436474,0.5,25.9087537372843,13.6591348333998,1.50492950255139,12.2496189038846,0.489905414885387,"Fix2-nonFixSimTest","90-1","Lusignan30Irr","Fix2-nonFixSimTest 90-1",1500.58473563813,564.161656030679,0.335443346761867,0.928940787452769,1.26438413421464,1032.3731958344,-4.9392570083844,0.487576748266299,0.507638880124373,0.995215628390669,0.5,0.5,-0.164556653238133,0.428940787452769,272.943093567076,-555.764701150915
"Fix2-nonFixSimTest 90-1.1636",300,804.356005609603,465.39233045839,1269.74833606799,82.7036081944023,32.9477925819989,49.8015358484134,0.75,35.5097532611026,16.1602558679493,3.82225792509043,19.3494973931533,0.632445092090605,"Fix2-nonFixSimTest","90-1","Lusignan30Irr","Fix2-nonFixSimTest 90-1",1500.58473563813,564.161656030679,0.536028380474993,0.824927262396369,1.36095564287136,1266.47896573627,3.26937033172271,0.635112013204255,0.367469451170738,1.00258146437499,0.75,0.25,-0.213971619525007,0.574927262396369,372.64093058557,-738.743120507689
"Fix2-nonFixSimTest 90-1.1637",350,1116.50447261714,289.513454563238,1406.01792718038,116.270961760411,86.0986793021964,32.3813586378993,0.875,43.2344605589436,16.2654512396169,7.95276836161204,26.9690093193267,0.793167651810017,"Fix2-nonFixSimTest","90-1","Lusignan30Irr","Fix2-nonFixSimTest 90-1",1500.58473563813,564.161656030679,0.744046268165151,0.513174639694929,1.25722090786008,1383.5318506872,22.4860764931814,0.806995857784245,0.209256804907987,1.01625266269223,0.875,0.125,-0.130953731834849,0.388174639694929,265.547970682937,-486.123788379516
"Fix2-nonFixSimTest 90-1.1638",400,1500.58473563813,0,1500.58473563813,12.7067554570478,0,12.7067554570478,1,51.9772430027764,16.1567667861909,16.1567667861909,35.8204762165854,1,"Fix2-nonFixSimTest","90-1","Lusignan30Irr","Fix2-nonFixSimTest 90-1",1500.58473563813,564.161656030679,1,0,1,1500.58473563813,0,1,0,1,1,0,0,0,0,0
"Fix2-nonFixSimTest 91-1.1639",0,0,519.486454887567,519.486454887567,0,2.26421501199905,2.26421501199905,0,11.6044646659289,11.6044646659289,0,0,0,"Fix2-nonFixSimTest","91-1","Lusignan30Irr","Fix2-nonFixSimTest 91-1",1496.54540904703,519.486454887567,0,1,1,519.486454887567,0,0,1,1,0,1,0,0,0,0
"Fix2-nonFixSimTest 91-1.1640",50,590.669032507479,315.166876424614,905.835908932093,87.2776171689994,6.62205353083772,80.7907440415043,0.125,28.5424365742182,14.2774789196561,7.25012940074591,14.2649576545621,0.649774787229344,"Fix2-nonFixSimTest","91-1","Lusignan30Irr","Fix2-nonFixSimTest 91-1",1496.54540904703,519.486454887567,0.394688346198332,0.606689305292524,1.00137765149086,641.6188241575,264.217084774593,0.920591806643263,0.491205782246889,1.41179758889015,0.125,0.875,0.269688346198332,-0.268310694707476,1.38869465148135,525.656780246223
"Fix2-nonFixSimTest 91-1.1641",100,952.692814409736,226.513110991691,1179.20592540143,24.0924306888226,8.07778535434159,24.5522000735496,0.25,37.2308092422746,14.1730890447699,8.90106786163507,23.0577201975048,0.807875992707687,"Fix2-nonFixSimTest","91-1","Lusignan30Irr","Fix2-nonFixSimTest 91-1",1496.54540904703,519.486454887567,0.636594659039709,0.436032756697603,1.07262741573731,763.751193427433,415.454731973997,1.24738635122048,0.296579714625628,1.54396606584612,0.25,0.75,0.386594659039709,-0.313967243302397,73.2095921608234,684.490279626342
"Fix2-nonFixSimTest 91-1.1642",200,1129.8233311732,182.524095010836,1312.34742618404,16.0150158560364,3.17507958627381,12.8754041220897,0.5,41.4894006411365,14.1697801121201,9.77381977541316,27.3196205290164,0.860893300640666,"Fix2-nonFixSimTest","91-1","Lusignan30Irr","Fix2-nonFixSimTest 91-1",1496.54540904703,519.486454887567,0.754954259552103,0.351354868435097,1.1063091279872,1008.0159319673,304.331494216741,1.1208387638955,0.181072629134554,1.30191139303006,0.5,0.5,0.254954259552103,-0.148645131564903,107.161294724648,394.340398984178
"Fix2-nonFixSimTest 91-1.1643",300,1344.90485569464,117.293051502257,1462.1979071969,35.9893864741042,21.2837547803087,54.5133111689036,0.75,50.9526688684873,22.2983922632509,18.9560842311037,28.6542766052365,0.920034996646763,"Fix2-nonFixSimTest","91-1","Lusignan30Irr","Fix2-nonFixSimTest 91-1",1496.54540904703,519.486454887567,0.898672935391281,0.22578654438188,1.12445947977316,1252.28067050716,209.917236689736,1.07396439741417,0.0936635486474084,1.16762794606158,0.75,0.25,0.148672935391281,-0.0242134556181203,125.457138495708,168.92019638805
"Fix2-nonFixSimTest 91-1.1644",350,1390.68442836345,52.2341285804736,1442.91855694393,30.3181127349818,2.47756049276016,32.5580834900285,0.875,49.1613230943241,15.7407891748977,14.433662333471,33.4205339194264,0.963810992595771,"Fix2-nonFixSimTest","91-1","Lusignan30Irr","Fix2-nonFixSimTest 91-1",1496.54540904703,519.486454887567,0.92926310151124,0.1005495486726,1.02981265018384,1374.4130397771,68.505517166833,1.01183879089869,0.0380046805936482,1.04984347149234,0.875,0.125,0.0542631015112397,-0.0244504513274005,30.0516263594778,76.9077816146974
"Fix2-nonFixSimTest 91-1.1645",400,1496.54540904703,0,1496.54540904703,3.98615257730297,0,3.98615257730297,1,51.6941671707544,15.8159247758152,15.8159247758152,35.8782423949392,1,"Fix2-nonFixSimTest","91-1","Lusignan30Irr","Fix2-nonFixSimTest 91-1",1496.54540904703,519.486454887567,1,0,1,1496.54540904703,0,1,0,1,1,0,0,0,0,0
"Fix2-nonFixSimTest 92-1.1646",0,0,533.95176949712,533.95176949712,0,6.86821937392803,6.86821937392803,0,11.6592431478845,11.6592431478845,0,0,0,"Fix2-nonFixSimTest","92-1","Lusignan30Irr","Fix2-nonFixSimTest 92-1",1503.80179735746,533.95176949712,0,1,1,533.95176949712,0,0,1,1,0,1,0,0,0,0
"Fix2-nonFixSimTest 92-1.1647",50,568.877172302912,316.676948553112,885.554120856024,44.5831764028048,10.6449197509006,33.9882804072721,0.125,27.6447233306266,13.8979154893653,6.98180551958535,13.7468078412612,0.641752782954515,"Fix2-nonFixSimTest","92-1","Lusignan30Irr","Fix2-nonFixSimTest 92-1",1503.80179735746,533.95176949712,0.378292653528254,0.593081560252831,0.971374213781086,655.183022979662,230.371097876362,0.868272150453096,0.483341200009912,1.35161335046301,0.125,0.875,0.253292653528254,-0.281918439747169,-29.1661489858047,519.074493724332
"Fix2-nonFixSimTest 92-1.1648",100,915.813898868939,233.636242503227,1149.45014137217,17.0018727604265,5.75622723841517,22.6658292289031,0.25,36.4338578820812,14.2744767091085,9.07162283808543,22.1593811729727,0.796753052750456,"Fix2-nonFixSimTest","92-1","Lusignan30Irr","Fix2-nonFixSimTest 92-1",1503.80179735746,533.95176949712,0.608999071871202,0.437560573538819,1.04655964541002,776.414276462205,373.035864909965,1.17954283767413,0.300916984123231,1.48045982179737,0.25,0.75,0.358999071871202,-0.312439426461181,47.4385417528774,651.194646314167
"Fix2-nonFixSimTest 92-1.1649",200,1172.24483361445,192.044906949856,1364.2897405643,12.9073949401227,32.1129403116912,42.2706527692506,0.5,44.62875513721,18.8351239806257,13.9800443684789,25.7936311565843,0.859612611062145,"Fix2-nonFixSimTest","92-1","Lusignan30Irr","Fix2-nonFixSimTest 92-1",1503.80179735746,533.95176949712,0.779520835574452,0.359667142091739,1.13918797766619,1018.87678342729,345.41295713701,1.15052659230419,0.188486880919847,1.33901347322403,0.5,0.5,0.279520835574452,-0.140332857908261,141.815398976278,407.195116321476
"Fix2-nonFixSimTest 92-1.1650",300,1315.29635184335,103.064915336675,1418.36126718002,17.2975560037347,9.45925937315246,7.90908182190098,0.75,46.7789831391431,15.0814204115619,12.4805462180267,31.6975627275812,0.927309327123098,"Fix2-nonFixSimTest","92-1","Lusignan30Irr","Fix2-nonFixSimTest 92-1",1503.80179735746,533.95176949712,0.87464741307973,0.193022893123366,1.0676703062031,1261.33929039238,157.021976787645,1.04277759510226,0.0817106991922956,1.12448829429455,0.75,0.25,0.12464741307973,-0.0569771068766335,68.9477039177503,176.1485457398
"Fix2-nonFixSimTest 92-1.1651",350,1403.17319700044,54.6235824401483,1457.79677944059,17.0323199689489,9.71763015575154,7.71111339103869,0.875,49.1046813480501,15.3366667203651,14.0680065145918,33.7680146276851,0.962507964181872,"Fix2-nonFixSimTest","92-1","Lusignan30Irr","Fix2-nonFixSimTest 92-1",1503.80179735746,533.95176949712,0.933083867479179,0.10230059260145,1.03538446008063,1382.57054387492,75.2262355656726,1.01490170119478,0.0395087127251065,1.05441041391988,0.875,0.125,0.0580838674791795,-0.0226994073985499,36.0524048702633,78.3476613908153
"Fix2-nonFixSimTest 92-1.1652",400,1503.80179735746,0,1503.80179735746,12.6004203112335,0,12.6004203112335,1,51.8749444318615,15.8576997940856,15.8576997940856,36.0172446377759,1,"Fix2-nonFixSimTest","92-1","Lusignan30Irr","Fix2-nonFixSimTest 92-1",1503.80179735746,533.95176949712,1,0,1,1503.80179735746,0,1,0,1,1,0,0,0,0,0
"Fix2-nonFixSimTest 93-1.1653",0,0,552.568880873243,552.568880873243,0,6.76906137718657,6.76906137718657,0,11.7246111666088,11.7246111666088,0,0,0,"Fix2-nonFixSimTest","93-1","Lusignan30Irr","Fix2-nonFixSimTest 93-1",1507.37363864296,552.568880873243,0,1,1,552.568880873243,0,0,1,1,0,1,0,0,0,0
"Fix2-nonFixSimTest 93-1.1654",50,640.016816740273,314.067723436201,954.084540176474,18.5225639937144,7.49745439488406,18.7388351872505,0.125,29.8119446589054,14.3673943656935,7.65319980286968,15.4445502932119,0.670756745558962,"Fix2-nonFixSimTest","93-1","Lusignan30Irr","Fix2-nonFixSimTest 93-1",1507.37363864296,552.568880873243,0.424590692269542,0.568377507868104,0.992968200137646,671.919475594458,282.165064582016,0.952520115857693,0.467418693524757,1.41993880938245,0.125,0.875,0.299590692269542,-0.306622492131896,-7.24255176259562,578.815232689224
"Fix2-nonFixSimTest 93-1.1655",100,948.89680209228,277.649950749754,1226.54675284203,30.7673919668869,83.1170166382747,111.523154958671,0.25,40.0291130590588,20.6426754193783,13.7911202093827,19.3864376396805,0.776332849067234,"Fix2-nonFixSimTest","93-1","Lusignan30Irr","Fix2-nonFixSimTest 93-1",1507.37363864296,552.568880873243,0.629503381090399,0.502471203790873,1.13197458488127,791.270070315672,435.276682526358,1.19920724628662,0.350891511211826,1.55009875749844,0.25,0.75,0.379503381090399,-0.247528796209127,135.930029446216,598.693306160292
"Fix2-nonFixSimTest 93-1.1656",200,1169.10197691713,193.527425137609,1362.62940205474,28.0025268751851,25.3456166690108,14.8493177687398,0.5,43.7110203314988,15.7952406815642,11.1565043968227,27.9157796499346,0.857977657753842,"Fix2-nonFixSimTest","93-1","Lusignan30Irr","Fix2-nonFixSimTest 93-1",1507.37363864296,552.568880873243,0.775588710685982,0.350232218708681,1.12582092939466,1029.9712597581,332.658142296639,1.13508213539056,0.187895946905412,1.32297808229597,0.5,0.5,0.275588710685982,-0.149767781291319,129.591941152556,406.132402288163
"Fix2-nonFixSimTest 93-1.1657",300,1327.248967942,98.5464740250572,1425.79544196706,2.90309416942683,4.4710530259318,5.17257224545782,0.75,47.320432853627,15.3344432443125,12.9067460374254,31.9859896093146,0.930888851278453,"Fix2-nonFixSimTest","93-1","Lusignan30Irr","Fix2-nonFixSimTest 93-1",1507.37363864296,552.568880873243,0.880504298281931,0.178342424693408,1.05884672297534,1268.67244920053,157.122992766529,1.0461715068995,0.0776768456563847,1.12384835255589,0.75,0.25,0.130504298281931,-0.0716575753065918,60.6104333955458,193.025118741961
"Fix2-nonFixSimTest 93-1.1658",350,1431.47210948197,33.4452913664585,1464.91740084843,32.6866224773696,21.7346249995971,29.6728138861599,0.875,50.0706606514531,15.6907787307526,14.8646037715071,34.3798819207005,0.977205796435789,"Fix2-nonFixSimTest","93-1","Lusignan30Irr","Fix2-nonFixSimTest 93-1",1507.37363864296,552.568880873243,0.949646506204446,0.0605269180443238,1.01017342424877,1388.02304392175,76.8943569266844,1.03130284165705,0.0240956312021748,1.05539847285923,0.875,0.125,0.0746465062044459,-0.0644730819556762,10.478334589559,132.832044674248
"Fix2-nonFixSimTest 93-1.1659",400,1507.37363864296,0,1507.37363864296,9.88118663638029,0,9.88118663638029,1,51.9170910852437,15.796315369692,15.796315369692,36.1207757155517,1,"Fix2-nonFixSimTest","93-1","Lusignan30Irr","Fix2-nonFixSimTest 93-1",1507.37363864296,552.568880873243,1,0,1,1507.37363864296,0,1,0,1,1,0,0,0,0,0
"Fix2-nonFixSimTest 94-1.1660",0,0,521.38553849752,521.38553849752,0,5.60731329634867,5.60731329634867,0,11.6196446923919,11.6196446923919,0,0,0,"Fix2-nonFixSimTest","94-1","Lusignan30Irr","Fix2-nonFixSimTest 94-1",1481.33415693755,521.38553849752,0,1,1,521.38553849752,0,0,1,1,0,1,0,0,0,0
"Fix2-nonFixSimTest 94-1.1661",50,719.071287688946,190.805412825536,909.876700514482,48.1049905206305,5.2340803194197,52.6935058297648,0.125,31.3800039409127,14.0623870085257,10.3041987819585,17.317616932387,0.790030715917012,"Fix2-nonFixSimTest","94-1","Lusignan30Irr","Fix2-nonFixSimTest 94-1",1481.33415693755,521.38553849752,0.485421391467489,0.36595839112719,0.85137978259468,641.379115802524,268.497584711958,1.1211329929089,0.297492400554376,1.41862539346327,0.125,0.875,0.360421391467489,-0.50904160887281,-148.822318268739,834.639805961394
"Fix2-nonFixSimTest 94-1.1662",100,1046.99217874645,142.908786731578,1189.90096547803,33.6387412496507,2.91666010961214,31.4241852880262,0.25,39.6627738878591,14.3642036854952,11.7582136332149,25.2985702023639,0.87981108052796,"Fix2-nonFixSimTest","94-1","Lusignan30Irr","Fix2-nonFixSimTest 94-1",1481.33415693755,521.38553849752,0.706790006726746,0.274094266487328,0.980884273214074,761.372693107528,428.528272370502,1.37513754856793,0.1876988602629,1.56283640883084,0.25,0.75,0.456790006726746,-0.475905733512672,-19.141721263365,895.339987267731
"Fix2-nonFixSimTest 94-1.1663",200,1309.15062787921,107.299072926984,1416.44970080619,77.808501955507,11.7240117233237,85.0381963963299,0.5,48.5265558573396,22.7555445418934,20.6500330291089,25.7710113154462,0.924278853507012,"Fix2-nonFixSimTest","94-1","Lusignan30Irr","Fix2-nonFixSimTest 94-1",1481.33415693755,521.38553849752,0.883764558960616,0.205796028091206,1.08956058705182,1001.35984771753,415.089853088655,1.30737279996122,0.107153360674045,1.41452616063526,0.5,0.5,0.383764558960616,-0.294203971908794,89.6823758117054,650.814954553908
"Fix2-nonFixSimTest 94-1.1664",300,1404.97339154159,46.6022390926958,1451.57563063429,10.3420198600815,2.07959505347657,10.8332850776813,0.75,49.2063831534325,15.4257268921127,14.556930117527,33.7806562613198,0.967896529448441,"Fix2-nonFixSimTest","94-1","Lusignan30Irr","Fix2-nonFixSimTest 94-1",1481.33415693755,521.38553849752,0.948451357151026,0.0893815337245252,1.03783289087555,1241.34700232754,210.228628306747,1.13181357743423,0.0375416696582953,1.16935524709253,0.75,0.25,0.198451357151026,-0.160618466275475,37.8843378458558,344.688580921775
"Fix2-nonFixSimTest 94-1.1665",350,1457.74652497174,20.5733392259417,1478.31986419768,11.1699193747813,0.969528290028249,10.7289737439651,0.875,50.7415770035313,15.7624441669745,15.3692672688323,34.9791328365567,0.986081485003951,"Fix2-nonFixSimTest","94-1","Lusignan30Irr","Fix2-nonFixSimTest 94-1",1481.33415693755,521.38553849752,0.984076764951823,0.0394589755696486,1.02353574052147,1361.34057963255,116.979284565134,1.07081691883835,0.0151125585571649,1.08592947739552,0.875,0.125,0.109076764951823,-0.0855410244303514,23.5677455445,186.823078041271
"Fix2-nonFixSimTest 94-1.1666",400,1481.33415693755,0,1481.33415693755,16.2028153037041,0,16.2028153037041,1,51.1828122544291,15.7227129291923,15.7227129291923,35.4600993252368,1,"Fix2-nonFixSimTest","94-1","Lusignan30Irr","Fix2-nonFixSimTest 94-1",1481.33415693755,521.38553849752,1,0,1,1481.33415693755,0,1,0,1,1,0,0,0,0,0
"Fix2-nonFixSimTest 95-1.1667",0,0,529.833056600305,529.833056600305,0,4.18524631254144,4.18524631254144,0,11.6630485338407,11.6630485338407,0,0,0,"Fix2-nonFixSimTest","95-1","Lusignan30Irr","Fix2-nonFixSimTest 95-1",1492.7672633686,529.833056600305,0,1,1,529.833056600305,0,0,1,1,0,1,0,0,0,0
"Fix2-nonFixSimTest 95-1.1668",50,703.21500418552,198.450592451709,901.66559663723,11.4450101881364,4.20769124674119,15.6143687057339,0.125,31.2383675961158,14.3831289898332,10.4348365142785,16.8552386062826,0.779916245882401,"Fix2-nonFixSimTest","95-1","Lusignan30Irr","Fix2-nonFixSimTest 95-1",1492.7672633686,529.833056600305,0.471081474950512,0.374553059646892,0.845634534597404,650.199832446342,251.465764190888,1.08153673546748,0.305214770211566,1.38675150567905,0.125,0.875,0.346081474950512,-0.500446940353108,-156.10981985772,815.151168097214
"Fix2-nonFixSimTest 95-1.1669",100,1054.14941909882,154.953821362105,1209.10324046093,30.3579032455741,5.58729513379883,32.483748582519,0.25,39.9033761793031,14.4323768249823,11.6117270781652,25.4709993543209,0.871819583008481,"Fix2-nonFixSimTest","95-1","Lusignan30Irr","Fix2-nonFixSimTest 95-1",1492.7672633686,529.833056600305,0.706171313483933,0.292457821254816,0.998629134738749,770.566608292379,438.536632168551,1.3680185564164,0.201090755418914,1.56910931183532,0.25,0.75,0.456171313483933,-0.457542178745184,-1.38635625802006,879.845976853133
